Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCB54,OUT045,1203.6332400000001
NCF31,OUT035,2207.59306
FDJ08,OUT027,5118.537240000001
NCC07,OUT017,1415.22448
NCD19,OUT027,1210.7573
FDL46,OUT049,1752.4521800000002
FDM20,OUT045,4037.0783
NCI06,OUT010,492.15936
DRM11,OUT035,3586.9975000000004
NCH07,OUT018,2064.04658
FDS23,OUT013,2559.0023
FDO49,OUT018,782.3150000000002
FDS35,OUT049,1193.4465000000002
DRK39,OUT045,1549.38318
DRI39,OUT049,788.7732599999999
FDV04,OUT017,1341.18752
NCN14,OUT035,3173.00306
FDH08,OUT013,3830.813459999999
FDS20,OUT046,3684.470620000001
FDV40,OUT049,835.77874
FDZ48,OUT010,184.22685999999993
FDS24,OUT027,1806.3154
FDK44,OUT049,2530.7723800000003
FDS48,OUT045,1940.07462
FDK26,OUT010,447.2844400000001
FDD23,OUT045,2560.2007399999998
NCH54,OUT017,1992.33992
NCP14,OUT010,276.77306000000004
FDM60,OUT010,58.190920000000006
FDV24,OUT017,2235.9561400000002
FDH08,OUT018,2996.8323800000003
FDS12,OUT027,3762.9684400000006
FDR39,OUT027,4159.51892
FDP12,OUT027,886.64586
DRF60,OUT027,5581.8674599999995
FDC09,OUT035,1336.9263999999998
FDF50,OUT018,2868.46614
FDG28,OUT035,3577.2102400000003
NCE19,OUT017,910.7478199999999
NCM53,OUT010,293.21832000000006
NCN18,OUT049,1949.3958199999997
FDF32,OUT035,2672.98726
FDF11,OUT013,3007.01912
DRI59,OUT049,4108.58522
NCG54,OUT035,3259.49048
FDM44,OUT046,1161.0220399999998
FDT57,OUT018,2348.87582
FDV24,OUT046,2273.97332
FDI50,OUT019,404.93956000000003
FDS09,OUT035,1043.4417600000002
NCC31,OUT027,5769.75622
FDQ07,OUT019,448.34972000000005
FDC22,OUT017,3104.15934
FDZ56,OUT046,2624.98308
FDZ40,OUT019,231.49865999999997
FDS46,OUT027,2534.1679599999998
DRD24,OUT045,2200.66874
FDV45,OUT017,3112.3486800000005
FDL26,OUT045,3651.4469400000003
FDA56,OUT018,1155.69564
FDN27,OUT046,2170.97406
FDM20,OUT049,5466.95038
FDO16,OUT017,1934.4153200000005
FDL03,OUT035,3068.93852
FDE58,OUT046,2157.45832
FDI02,OUT027,3691.3949399999997
NCC55,OUT019,84.35686000000001
FDR03,OUT018,4372.37518
FDB14,OUT017,1698.4558000000002
FDR45,OUT013,5997.326660000001
NCN07,OUT017,2220.6427400000002
FDM51,OUT019,166.58316
FDT52,OUT027,7747.5817
FDL26,OUT046,3135.51852
NCZ42,OUT046,3646.12054
DRI47,OUT019,528.37888
FDW40,OUT013,2773.7228000000005
FDN34,OUT046,4673.78284
FDS01,OUT035,2954.5540800000003
NCG55,OUT045,2051.7292800000005
FDC11,OUT035,1091.5125199999998
FDX35,OUT018,3239.51648
NCB06,OUT046,1876.4907199999998
FDR09,OUT019,745.96232
FDC53,OUT017,1604.37826
FDY45,OUT013,4363.71978
FDA22,OUT010,474.6488199999999
FDE02,OUT035,1742.46518
FDW21,OUT045,1607.6406800000002
FDV34,OUT046,1303.23692
FDS59,OUT049,2375.70756
NCW17,OUT017,2668.92588
NCK54,OUT046,2319.8469400000004
FDG17,OUT019,540.09696
FDG35,OUT017,3353.83434
FDD08,OUT010,68.04476
NCO07,OUT017,4383.2943
FDJ10,OUT010,350.01106
FDW36,OUT017,1262.42338
FDW21,OUT010,211.79098
FDY19,OUT017,2340.9528
DRE03,OUT013,907.88488
NCC55,OUT049,814.33998
FDH52,OUT010,178.16808
FDO09,OUT017,3940.40414
FDU43,OUT045,4968.0664400000005
FDX09,OUT010,265.45446000000004
FDH40,OUT019,190.4188
FDW58,OUT017,1887.7427400000001
FDC47,OUT017,5130.38848
NCR41,OUT035,1040.6453999999999
DRG49,OUT035,4024.62784
FDC52,OUT027,5283.5224800000005
FDY13,OUT046,1284.39478
FDY35,OUT013,900.09502
FDI35,OUT017,4418.581700000001
NCU18,OUT049,1932.7508199999997
FDY33,OUT018,2634.17112
FDC15,OUT027,2852.22062
FDU01,OUT049,3375.8057400000007
NCU42,OUT046,3732.4748
NCV29,OUT018,2654.8774999999996
NCY30,OUT017,3408.2301999999995
FDQ46,OUT049,1495.6531200000002
FDG58,OUT027,3563.0952800000005
FDK33,OUT017,4862.27082
NCD07,OUT045,1365.48922
NCX29,OUT027,3795.06
NCT42,OUT013,2401.00796
DRN59,OUT035,589.83222
FDI44,OUT035,1039.7798599999999
FDA45,OUT049,1952.59166
FDP31,OUT045,688.83668
FDY01,OUT046,2038.21354
FDT09,OUT018,2392.3525600000003
DRH03,OUT027,2331.36528
FDA36,OUT018,3326.73628
NCF31,OUT017,1653.38114
FDG14,OUT049,2137.9503799999998
FDG28,OUT027,5470.945180000001
FDU14,OUT049,4110.3163
FDY47,OUT019,351.34266
FDI56,OUT049,1192.0483200000003
DRD01,OUT013,475.51435999999984
FDM22,OUT046,1238.5877399999997
FDH33,OUT013,687.23876
DRZ24,OUT013,1851.3900600000002
NCQ38,OUT046,1628.4802200000004
FDO16,OUT027,2818.73088
FDU07,OUT027,3321.942519999999
NCB07,OUT013,2418.0524400000004
FDU48,OUT045,1289.6545999999998
NCM43,OUT045,2690.9638600000003
FDR31,OUT010,283.83054000000004
DRK49,OUT018,301.47424
NCI30,OUT010,551.8150400000001
DRD60,OUT017,2689.9651599999997
NCG19,OUT046,3231.2605599999997
FDH12,OUT035,1957.65174
FDM32,OUT035,1476.8109800000004
FDM27,OUT035,2726.58416
NCU53,OUT027,4052.7246
NCQ18,OUT046,1809.1117600000002
FDS10,OUT013,2371.97908
FDB33,OUT027,4053.25724
FDI12,OUT013,970.0706000000002
NCW42,OUT013,4178.760539999999
NCC06,OUT018,1943.4701999999997
FDW02,OUT017,2415.25608
NCD43,OUT017,1279.0683800000002
FDM57,OUT018,846.49812
FDA58,OUT017,3013.81028
FDK56,OUT046,3504.8377800000003
FDP52,OUT045,3438.25778
FDW20,OUT018,1669.4269200000003
FDS52,OUT049,1443.52098
NCT29,OUT018,1889.3406600000003
NCL54,OUT013,3393.18312
FDC05,OUT045,3414.8882
FDF34,OUT035,3362.9557999999997
FDP03,OUT027,3165.27978
FDD32,OUT010,142.8141
FDZ10,OUT045,2043.93942
FDZ40,OUT035,797.8947199999999
FDD51,OUT018,566.5958
NCY30,OUT019,299.67658
FDP58,OUT017,3529.0729
FDV49,OUT017,4224.1681
FDY24,OUT019,145.41072
NCO55,OUT017,1958.8501800000001
FDR13,OUT017,1829.2855000000004
FDS51,OUT017,1001.76268
FDP26,OUT045,912.1460000000001
NCB54,OUT027,3006.22016
FDF32,OUT017,2282.29582
FDN31,OUT018,3029.98922
DRM48,OUT017,1012.3489
FDN20,OUT049,2582.77136
DRL01,OUT046,3843.13076
FDV56,OUT049,945.5691599999998
DRH13,OUT027,2720.32564
FDA03,OUT017,2181.4937
FDF47,OUT027,4933.84432
FDX32,OUT046,2576.3131
FDX57,OUT049,1880.8850000000002
NCA30,OUT045,3146.37106
FDO49,OUT013,920.00244
FDL04,OUT019,304.40376000000003
DRM48,OUT035,771.1961399999999
FDR16,OUT013,4347.94032
NCC19,OUT018,3747.98794
NCE42,OUT045,3446.9797599999997
FDY24,OUT017,1049.3007999999998
FDH19,OUT049,1870.83142
FDJ46,OUT013,2275.90414
FDN45,OUT010,636.1053199999999
FDY08,OUT035,1711.0394199999998
FDZ37,OUT035,1511.2994199999998
NCT30,OUT045,673.39012
DRY23,OUT018,589.9653800000001
NCZ30,OUT018,1886.94378
FDC44,OUT018,1609.5049199999999
FDB45,OUT035,1413.6265600000002
FDY04,OUT013,1730.4807799999999
FDM27,OUT046,2710.87128
FDZ43,OUT017,4838.501760000001
FDT39,OUT019,376.17699999999996
NCC06,OUT019,309.39726
FDL15,OUT027,4059.2494399999987
FDL57,OUT017,5152.35988
FDU08,OUT046,934.1839800000001
FDK40,OUT017,4735.7022400000005
FDQ12,OUT010,434.4345
FDS48,OUT017,2358.33018
FDP09,OUT045,3758.9736399999992
FDW21,OUT049,1841.13674
FDY25,OUT035,3622.6178
DRE13,OUT017,1242.3162200000002
FDV43,OUT019,86.95348
FDD22,OUT045,2366.5195200000003
FDM46,OUT019,276.77306000000004
NCO30,OUT010,466.19316
FDM25,OUT046,2561.13286
NCN41,OUT049,1881.0847399999998
FDU24,OUT045,1186.8550799999998
FDZ50,OUT046,3856.4467600000003
FDP45,OUT013,4008.3823199999997
NCM54,OUT045,1750.0553
FDW10,OUT019,303.20532000000003
FDP20,OUT017,2172.10592
FDK32,OUT046,2738.1690799999997
FDN52,OUT049,1158.5585800000001
FDM58,OUT045,2718.52798
FDZ46,OUT027,3307.2949200000003
NCA18,OUT018,1128.7307400000002
FDD35,OUT046,1521.88564
NCK31,OUT035,908.2177800000002
FDI40,OUT027,2662.3344599999996
FDT50,OUT019,258.99619999999993
NCT06,OUT046,2949.3608400000003
FDT31,OUT035,3247.3729200000002
FDT45,OUT049,917.07292
FDT13,OUT045,3509.69812
FDO50,OUT045,1635.67086
NCU18,OUT010,369.91847999999993
NCR54,OUT049,3959.7789200000007
NCO18,OUT018,2770.793280000001
FDU09,OUT045,820.4653400000001
FDT13,OUT018,2551.47876
FDE09,OUT046,1362.0936400000003
NCK53,OUT019,367.72133999999994
FDG45,OUT049,3151.0316600000006
DRH15,OUT035,807.4822399999999
FDO21,OUT019,531.84104
FDD14,OUT027,5964.9022
FDC09,OUT046,1184.3916199999999
FDH45,OUT027,952.02742
FDV32,OUT046,1269.8803400000002
FDG12,OUT035,2270.84406
FDS32,OUT013,1312.69128
NCL55,OUT018,3552.043
DRE01,OUT035,4701.080639999999
DRE15,OUT049,1665.63186
NCL42,OUT045,3648.7171599999992
FDP31,OUT013,592.69516
FDN33,OUT018,874.72804
FDZ59,OUT046,2703.54748
FDE45,OUT010,449.68131999999997
FDJ07,OUT013,1508.7693799999997
FDQ45,OUT018,2787.7711799999997
FDM33,OUT027,5079.255039999999
FDO15,OUT010,179.29994
FDM46,OUT013,1863.6407800000002
FDR03,OUT045,3727.61446
FDY49,OUT018,2560.7999600000003
FDQ60,OUT045,1437.59536
FDW10,OUT049,2435.69614
FDO51,OUT049,547.6205
FDJ40,OUT018,1396.04944
FDS20,OUT018,1914.0418400000003
FDU45,OUT013,2154.5288
FDV02,OUT035,2590.1617399999996
FDN09,OUT046,3986.7438200000006
NCM55,OUT027,4081.4205800000004
FDN23,OUT018,2638.3656600000004
FDY31,OUT010,252.60452
FDW03,OUT010,208.72830000000005
FDD14,OUT046,3114.7455600000003
FDV23,OUT017,1716.6987200000003
DRI03,OUT045,2121.77144
FDN13,OUT035,756.61512
FDF45,OUT027,1782.9458199999997
FDU46,OUT035,1499.3150199999998
FDB57,OUT049,3281.3953
FDV12,OUT049,1824.82464
FDQ58,OUT013,1911.5783799999997
NCA18,OUT017,1081.12604
FDH52,OUT049,876.3259600000001
FDM24,OUT018,2446.61526
NCP43,OUT027,3379.73396
NCO18,OUT019,568.3268800000001
FDM32,OUT017,983.2534400000002
NCL07,OUT017,620.6587600000001
FDK03,OUT013,3830.680300000001
FDP59,OUT017,2570.58722
FDQ24,OUT049,2717.1963799999994
FDQ16,OUT018,1337.8585200000002
FDU44,OUT013,2740.36622
FDH28,OUT010,92.67935999999999
FDV28,OUT019,120.77612000000002
FDM22,OUT045,1172.34064
FDR56,OUT046,2493.48758
FDV39,OUT049,3026.9265399999995
FDU37,OUT019,233.89554000000004
FDQ11,OUT010,732.8460600000001
FDX02,OUT045,4187.0830399999995
NCS42,OUT018,1394.31836
FDY57,OUT027,2540.825959999999
FDB21,OUT049,4134.75116
FDE28,OUT017,3709.6378600000003
FDQ55,OUT017,2724.58676
FDA48,OUT049,3048.4318799999996
FDZ19,OUT045,2250.53716
NCC43,OUT045,2055.72408
NCV18,OUT046,2486.96274
NCA42,OUT018,2356.2662
FDY45,OUT046,4747.08742
NCC30,OUT045,1747.3921000000003
FDM57,OUT013,1818.10006
FDL09,OUT010,531.3749799999999
FDB09,OUT027,3582.73638
FDT44,OUT035,1759.5762399999999
NCT06,OUT027,4522.64624
FDX26,OUT049,3902.98618
FDK32,OUT013,2214.1844800000003
DRA12,OUT046,2389.95568
FDO46,OUT010,443.68912
FDE52,OUT013,1528.011
NCH42,OUT045,3592.0575799999997
FDV08,OUT035,774.72488
FDB47,OUT018,2646.68816
FDC28,OUT010,210.79227999999998
FDD22,OUT046,1499.5147599999998
FDS07,OUT027,3792.6631199999997
DRI13,OUT045,2994.1026
FDG32,OUT018,4582.5682400000005
FDU14,OUT017,3364.35398
FDD28,OUT019,166.31684
NCP41,OUT017,1583.13924
FDS08,OUT049,2127.4307400000002
FDX47,OUT045,1839.6719800000003
FDC53,OUT019,285.6282
FDQ19,OUT035,4838.501760000001
FDL14,OUT045,2150.66716
FDM33,OUT019,494.35650000000004
FDA51,OUT045,1434.3329400000002
FDZ27,OUT018,745.16336
FDT04,OUT046,656.2790600000001
DRC13,OUT049,2827.78576
FDR16,OUT027,5219.27278
FDQ03,OUT027,6887.10178
FDE38,OUT035,1918.1032199999997
DRH23,OUT027,1628.8797000000002
FDT11,OUT019,502.27952000000005
FDD09,OUT035,3178.5292
FDR40,OUT045,1571.4877400000003
FDX07,OUT017,2823.1251600000005
FDR07,OUT035,1269.21454
FDA51,OUT017,1763.3713000000002
FDT59,OUT019,535.1700399999999
FDF20,OUT017,3119.605900000001
FDR13,OUT045,1763.43788
FDY26,OUT049,5171.00228
FDW04,OUT017,2010.4496800000002
FDK52,OUT017,4607.802059999999
FDN60,OUT049,3353.1685399999997
FDM09,OUT019,318.25239999999997
FDP46,OUT049,1454.1737799999999
FDB50,OUT019,299.07736
NCQ29,OUT049,3614.4950400000002
FDP16,OUT027,6961.33848
FDX33,OUT018,2407.1999
FDP07,OUT010,554.2785000000001
FDN22,OUT046,4102.859340000001
FDF39,OUT049,4514.72322
FDS21,OUT017,634.7737199999999
NCM42,OUT013,2100.73216
FDK50,OUT019,319.71716
DRF13,OUT027,3260.02312
FDH35,OUT018,1934.2821600000002
FDP60,OUT018,1670.62536
DRJ49,OUT027,3648.2511
NCT42,OUT019,317.12054
FDE38,OUT049,2309.72678
FDI04,OUT049,3194.64156
NCH54,OUT045,2567.92402
FDT56,OUT049,943.3054399999999
DRD15,OUT018,3535.59774
FDV58,OUT013,2753.4159000000004
FDP21,OUT049,3670.1559199999997
FDH05,OUT013,3374.74046
FDR10,OUT027,4545.4166000000005
NCP06,OUT045,2500.27874
FDF33,OUT049,1832.8808199999999
DRK37,OUT013,3964.90558
DRH49,OUT045,1164.21788
FDT58,OUT013,1938.2769599999992
FDD41,OUT018,1536.5332400000002
FDP40,OUT018,1471.48458
FDM51,OUT027,2399.8095200000002
FDO45,OUT010,185.69162
FDW33,OUT010,225.10698000000002
FDY24,OUT045,1027.52914
FDB10,OUT010,718.59794
FDM40,OUT035,2170.10852
NCI06,OUT017,3520.6172399999996
FDW12,OUT019,342.75383999999997
FDX48,OUT027,3788.0025199999995
NCW05,OUT027,3452.5059
FDX27,OUT017,1351.3076800000001
DRM37,OUT045,4114.77716
FDA38,OUT045,4046.33292
FDR36,OUT046,740.3696
FDZ45,OUT046,2881.31608
FDG05,OUT017,2699.95216
FDK28,OUT013,6951.08516
FDV47,OUT045,1509.23544
FDN21,OUT045,1673.6214599999998
FDP20,OUT027,3559.96602
FDI35,OUT045,3534.1329799999994
DRY23,OUT013,648.02314
FDA56,OUT017,2062.6483999999996
FDB09,OUT013,1141.78042
NCO26,OUT027,2890.10464
FDQ49,OUT018,2056.52304
FDI52,OUT027,2865.40346
FDZ44,OUT027,4099.39718
FDZ09,OUT018,2896.0968399999997
FDY03,OUT049,1927.62416
NCG42,OUT017,2610.86812
DRI13,OUT027,5906.1120599999995
FDQ32,OUT013,2212.98604
FDW16,OUT035,1302.6377
FDU27,OUT046,1033.1884400000001
FDR28,OUT010,540.82934
FDQ49,OUT010,455.27404000000007
FDS37,OUT046,1980.6218399999998
FDW26,OUT018,3664.496619999999
FDX12,OUT018,3274.80388
NCP06,OUT013,2822.7922599999997
FDW45,OUT010,298.07866
NCN30,OUT049,1847.9279
FDN24,OUT049,965.7429
NCL41,OUT027,1059.82044
FDR02,OUT019,372.98115999999993
FDD09,OUT010,458.86936
FDS33,OUT010,199.4071
FDU22,OUT045,1876.0912400000002
FDI53,OUT013,2936.57748
DRH01,OUT049,3384.7274599999996
FDX32,OUT013,2170.24168
NCP30,OUT018,388.89378
FDB60,OUT045,3046.0350000000003
FDB14,OUT049,1468.8213799999999
NCP02,OUT035,703.95034
FDJ10,OUT017,1197.50788
FDG34,OUT046,2271.77618
NCB18,OUT017,1604.97748
FDM16,OUT049,1070.2734999999998
FDW25,OUT018,873.9290799999999
FDB35,OUT010,243.88254
DRN11,OUT013,2380.4347399999997
FDF41,OUT019,615.73184
FDH16,OUT045,1431.8694799999998
NCQ50,OUT018,2346.4123600000003
DRH23,OUT018,929.4567999999999
DRJ37,OUT013,2388.0914399999997
DRJ24,OUT027,6234.95068
FDY16,OUT035,2256.19646
FDQ27,OUT045,1744.32942
FDZ33,OUT045,1515.82686
FDF29,OUT045,2525.44598
FDA08,OUT049,2929.45342
FDG31,OUT046,1335.2618999999997
FDE34,OUT019,558.6727799999999
NCR30,OUT027,2082.9553
FDV33,OUT035,3521.88226
DRZ24,OUT018,1755.18196
NCL54,OUT035,2855.6162
FDR12,OUT049,2625.3825599999996
NCC54,OUT046,4618.3217
DRN59,OUT013,865.2071
FDX50,OUT019,243.08358000000004
FDV31,OUT027,3871.89332
NCA29,OUT027,4121.834639999999
FDW60,OUT049,2420.715640000001
FDX08,OUT017,2553.8756399999997
DRD49,OUT013,3900.0566599999997
FDD33,OUT046,2915.8711
FDW35,OUT013,549.6179
FDJ36,OUT017,1218.414
FDV51,OUT035,2776.85206
FDW36,OUT046,1338.5909
FDH35,OUT046,2027.4275800000003
NCS30,OUT027,3625.0812600000004
FDN49,OUT017,628.44862
FDL08,OUT018,2651.4153400000005
FDI09,OUT013,4337.687
FDP19,OUT018,1917.4374200000002
FDU21,OUT010,101.40133999999999
NCP41,OUT045,1150.23608
FDY10,OUT013,1842.3351799999996
FDP12,OUT018,393.68754
NCN26,OUT049,1872.76224
FDK44,OUT013,1938.1437999999998
FDC28,OUT049,1603.0466600000002
FDJ41,OUT027,5961.9061
NCT29,OUT035,1643.4607200000003
NCH42,OUT019,513.13206
FDU60,OUT018,2881.6489800000004
FDS02,OUT045,2703.08142
FDC51,OUT046,2842.89942
FDU03,OUT013,3203.8296000000005
FDX39,OUT045,4026.35892
NCY05,OUT010,102.93267999999998
NCL06,OUT027,6403.73098
FDD32,OUT035,998.3005199999998
NCN41,OUT045,1691.2651600000002
NCX53,OUT049,2144.2089
FDU57,OUT019,358.5998799999999
FDQ23,OUT046,2021.0359
FDQ52,OUT045,4143.80604
FDC14,OUT045,710.00912
FDY09,OUT035,2974.5946599999997
FDQ28,OUT045,2198.4716
FDV25,OUT046,5632.60142
FDJ07,OUT035,1881.8836999999999
DRB25,OUT049,1554.44326
FDK52,OUT019,605.07904
FDY52,OUT027,1261.55784
FDB28,OUT046,2662.8005200000002
FDT36,OUT035,668.8626800000001
FDV25,OUT017,3868.23142
NCN07,OUT027,4284.4895799999995
FDC57,OUT017,3103.9595999999997
FDQ03,OUT018,3240.6483399999997
FDU23,OUT017,3477.8063
NCX41,OUT035,4658.3362799999995
NCD06,OUT035,803.88692
FDW08,OUT045,1548.9171199999996
NCU29,OUT017,2563.3299999999995
NCE06,OUT013,2362.0586599999997
FDV52,OUT010,210.85885999999996
FDB02,OUT017,2589.02988
NCR18,OUT045,698.4242
FDK16,OUT049,1816.7684599999998
NCQ29,OUT010,546.08916
FDZ01,OUT019,237.0248
FDW27,OUT035,1637.80142
FDD17,OUT018,4012.37712
FDW39,OUT013,1995.93524
DRH59,OUT045,947.6331400000001
FDS52,OUT013,1616.02976
FDU40,OUT027,5143.970799999999
NCF54,OUT013,2456.2027800000005
FDH46,OUT045,1715.7665999999997
NCP14,OUT049,2210.18968
FDH50,OUT049,3013.01132
DRF15,OUT010,362.72784
FDV27,OUT027,2313.3221000000003
NCJ06,OUT049,1832.9473999999998
FDN02,OUT018,3241.84678
FDQ51,OUT049,1024.8659400000001
FDQ07,OUT017,5129.855839999999
FDS45,OUT049,2877.8539200000005
NCJ06,OUT045,2085.81824
FDD36,OUT035,2283.8937400000004
FDY25,OUT045,3609.3018
FDU52,OUT046,2228.4325999999996
DRK47,OUT017,4857.74338
NCL30,OUT017,1650.0521400000002
FDN22,OUT035,3210.22128
NCF30,OUT027,4344.0121
FDK03,OUT035,7108.413700000002
FDT45,OUT017,802.8882200000002
NCC54,OUT027,5702.5104200000005
FDP08,OUT018,3355.5654200000004
FDU44,OUT046,3387.2574999999997
DRG39,OUT035,1013.2144400000001
FDU32,OUT049,1901.4582199999998
FDY27,OUT049,2239.88436
NCP54,OUT013,2535.89904
NCZ41,OUT049,2283.16136
DRL49,OUT013,2227.50048
FDI05,OUT018,1802.7200799999998
FDY56,OUT045,4973.72574
DRC13,OUT013,2028.4928599999996
NCV29,OUT017,4175.2318
FDR24,OUT049,1319.0829600000002
FDZ34,OUT018,3321.1435600000004
FDP37,OUT035,2156.12672
FDX08,OUT027,4930.84822
FDS57,OUT045,2098.9345000000003
NCG18,OUT049,1715.4337000000003
FDK25,OUT018,2036.0164
FDH53,OUT049,1309.22912
DRI59,OUT018,2721.4574999999995
FDA52,OUT046,2586.7661599999997
FDT20,OUT010,56.99248
FDE36,OUT019,394.4865000000001
FDI24,OUT017,2818.5977199999998
FDB28,OUT018,2461.39602
FDV11,OUT017,2301.7371799999996
FDP01,OUT046,1864.1734200000003
FDD34,OUT027,3075.995999999999
FDJ50,OUT027,1587.3337800000002
FDZ44,OUT013,2139.94778
DRO59,OUT035,1078.19652
DRB48,OUT045,612.2031
FDR21,OUT018,1832.9474000000002
NCE42,OUT010,859.74754
FDO23,OUT046,1672.55618
NCE30,OUT018,2684.30586
FDQ22,OUT035,731.44788
FDY01,OUT045,1812.04128
FDS08,OUT017,1757.1127800000002
FDG28,OUT018,2663.79922
FDQ51,OUT018,753.41928
FDB05,OUT017,3356.4309600000006
FDO56,OUT049,1988.14538
FDE02,OUT018,1324.8088400000001
FDN45,OUT017,3727.4147199999998
FDS09,OUT013,461.79888
NCA54,OUT018,2930.8516
FDP09,OUT010,475.18145999999996
FDC53,OUT045,957.22066
NCM55,OUT017,4491.28706
FDL09,OUT018,2990.24096
FDA11,OUT019,195.47887999999998
FDA50,OUT045,1608.9056999999998
FDC23,OUT017,3425.07494
FDE22,OUT049,2418.98456
